緯度,経度,施設名,ふりがな,住所,,区,電話番号　,施設情報,施設種別,0歳児,1歳児,2歳児,3歳児,4歳児,5歳児,月,指定園,新制度未移行園,ソート,月
34.682245,135.453089,キングダム・キッズ春日出,きんぐだむ・きっず　かすがで,此花区春日出中1-28-16 ステージ21　1F,4,此花区,06-6463-1901,http://www.city.osaka.lg.jp/kodomo/cmsfiles/modify_contents/0000319/319684/c04kingdamkidskasukade.pdf,地域型,0,0,2,,,,3,,,44303,5
34.676934,135.44316,しおん大谷保育園,しおんおおたにほいくえん,此花区島屋3-7-26,4,此花区,06-6466-2805,http://www.city.osaka.lg.jp/kodomo/cmsfiles/modify_contents/0000319/319684/c03shionotani.pdf,地域型,2,0,0,,,,3,,,44304,5
34.683952,135.465615,西九条おはな保育園(平成２８年４月１日開設）,にしゅくじょうおはなほいくえん,此花区西九条３－８－２３,4,此花区,未定,,地域型,0,0,0,,,,3,,,44305,5
34.680602,135.516296,大阪市立南大江保育所,おおさかしりつみなみおおえほいくしょ,中央区農人橋1-1-2,5,中央区,06-6942-0590,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/02minamiooe.pdf,保育所,0,0,0,0,0,0,3,,,53101,5
34.671339,135.515537,あゆみ保育園,あゆみほいくえん,中央区中寺1-1-49,5,中央区,06-6766-5388,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/01ayumi.pdf,保育所,0,0,0,0,0,0,3,,,53301,5
34.680293,135.518168,あゆみ保育園谷四 分園,あゆみほいくえんたによんぶんえん,中央区谷町４丁目３－７,5,中央区,06-6966-5578,,保育所,0,0,0,,,,3,,,53302,5
34.677867,135.525957,あゆみ保育園うえまち 分園,あゆみほいくえんうえほんまちぶんえん,中央区上町１丁目１－７,5,中央区,06-6766-6772,,保育所,,0,0,0,,,3,,,53303,5
34.677867,135.525957,あゆみ保育園うえまち第２ 分園,あゆみほいくえんうえほんまちだいにぶんえん,中央区上町１丁目１－２６,5,中央区,06-6766-6772,,保育所,0,,,,0,0,3,,,53304,5
34.69018,135.518251,大手前保育園,おおてまえほいくえん,中央区大手前1-7-31 OMMビル1階G室,5,中央区,06-6948-7970,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/03ootemae.pdf,保育所,0,0,0,,,,3,,,53305,5
34.689311,135.514381,蓮美幼児学園てんまばしナーサリー,れんびようじがくえんてんまばしなーさりー,中央区石町２－１－７　天満橋グリーンコーポラス１０６,5,中央区,06-6946-1154,,保育所,0,0,0,,,,3,,,53315,5
34.675716,135.511481,蓮美幼児学園まつやまちナーサリー,れんびようじがくえんまつやまちなーさりー,中央区松屋町8-13,5,中央区,06-6762-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/06matsuyamachi.pdf,保育所,0,0,0,,,,3,,,53308,5
34.684314,135.513386,ゆめ中央保育園,ゆめちゅうおうほいくえん,中央区徳井町2-1-12,5,中央区,06-6949-5255,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/05yumechuou.pdf,保育所,0,0,0,0,0,0,3,,,53307,5
34.679386,135.505698,マザーシップ船場保育園,まざーしっぷせんばほいくえん,中央区南久宝寺町2-1-9　船場メディカルビル2F,5,中央区,06-4964-0717,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/04mothershipsenba.pdf,保育所,0,0,0,0,0,0,3,,,53306,5
34.666226,135.509663,つばな保育園,つばなほいくえん,中央区高津3-2-9,5,中央区,06-6636-0287,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/07tsubana.pdf,保育所,0,0,0,0,0,0,3,,,53309,5
34.680304,135.528481,蓮美幼児学園もりのみやナーサリー,れんびようじがくえんもりのみやなーさりー,中央区森ノ宮中央2-8-7,5,中央区,06-6949-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/08morinomiya.pdf,保育所,0,0,0,0,0,0,3,,,53310,5
34.67672,135.529937,蓮美幼児学園たまつくりナーサリー,たまつくりなーさりー,中央区玉造2-8-15,5,中央区,06-6764-4152,,保育所,0,0,0,,,,3,,,53311,5
34.676658,135.523369,慶生会上町みどり保育園,けいせいかいうえまちみどりほいくえん,中央区上町1-20-6,5,中央区,06-6765-8844,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/09keiseikaiuematimidori.pdf,保育所,0,0,0,0,0,0,3,,,53312,5
34.679055,135.503848,御堂筋本町ちどり保育園,みどうすじほんまちちどりほいくえん,中央区南久宝寺町２丁目６番７号,5,中央区,06-6262-3888,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/10midousuzihonmachichidori.pdf,保育所,0,0,0,0,0,0,3,,,53313,5
34.68318,135.516215,ブライト保育園大阪谷町,ぶらいとほいくえんおおさかたにまち,中央区内本町1丁目2-8　ＴＳＫビル3階,5,中央区,06-6943-0190,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12677/11braithoikuenosakatanimachi.pdf,保育所,0,0,0,0,0,0,3,,,53314,5
34.673307,135.509743,あいあい保育園長堀橋園（平成28年4月1日開設）,あいあいほいくえんながほりばしえん,中央区島之内1‐4‐32　ホワイティ島之内３階,5,中央区,06-6245-2441,,保育所,0,0,0,0,0,0,3,,,53315,5
34.682082,135.511583,保育園　スキップ,ほいくえん　すきっぷ,中央区本町橋８－９　プラネット本町橋２０１号,5,中央区,06-6755-4150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319685/c01skip.pdf,地域型,0,0,0,,,,3,,,54301,5
34.678879,135.508016,おひさまルーム本町園,おひさまるーむほんまちえん,中央区南久宝寺町１－７－１０－１０１,5,中央区,06-6263-3207,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319685/c02ohisamaroom.pdf,地域型,0,0,0,,,,3,,,54302,5
34.689435,135.514496,保育ルーム　てんとうむし,ほいくるーむ　てんとうむし,中央区石町２－１－７　天満橋グリーンコーポラス２０３号,5,中央区,06-6941-7577,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319685/c03hoikuroomtentoumushi.pdf,地域型,0,0,0,,,,3,,,54303,5
34.685112,135.515022,アートチャイルドケア　パンプキンガーデン天満橋,あーとちゃいるどけあ　ぱんぷきんがーでん,中央区北新町４－７　藤和シティコープ大手町Ⅲ　１階,5,中央区,06-4792-0123,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319685/c04artpanpukin.pdf,地域型,0,0,0,,,,3,,,54304,5
34.679554,135.51367,蓮美幼児学園いずみプリメール（平成28年4月1日開設）,れんびようじがくえんいずみぷりめーる,中央区和泉町2-2‐13　きーとすはうす１階,5,中央区,06-6771-4152,,地域型,0,0,0,,,,3,,,54305,5
34.678654,135.481644,大阪市立梅本保育所,おおさかしりつうめもとほいくしょ,西区本田1-4-50,6,西区,06-6581-2009,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/01umemoto.pdf,保育所,0,0,0,0,0,0,3,,,63102,5
34.672747,135.478243,大阪市立西保育所,おおさかしりつにしほいくしょ,西区千代崎2-21-18,6,西区,06-6581-4009,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/02nishi.pdf,保育所,0,0,0,0,調整中,調整中,3,,,63101,5
34.678173,135.492132,西六保育園,さいろくほいくえん,西区新町2-13-6,6,西区,06-6533-5587,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/03sairoku.pdf,保育所,0,0,0,0,0,0,3,,,63301,5
34.677692,135.483865,メリーガーデン保育園,めりーがーでんほいくえん,西区新町4-13-16,6,西区,06-6532-1360,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/04meri-ga-den.pdf,保育所,0,0,0,0,0,0,3,,,63302,5
34.689629,135.492352,YMCAとさぼり保育園,わいえむしーえーとさぼりほいくえん,西区土佐堀1-5-6,6,西区,06-6449-4471,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/06YMCAtosabori.pdf,保育所,0,0,0,0,0,0,3,,,63305,5
34.674847,135.471489,鈴の音保育園,すずのねほいくえん,西区九条南3-1-7,6,西区,06-4393-1110,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/05suzunone.pdf,保育所,,,0,0,0,0,3,,,63303,5
34.673126,135.476092,鈴の音保育園　分園,すずのねほいくえんぶんえん,西区九条１－２９－２,6,西区,06-4393-1110,,保育所,調整中,0,,,,,3,,,63304,5
34.670296,135.481609,アポロ南堀江保育園,あぽろみなみほりえほいくえん,西区南堀江4-25-27,6,西区,06-6532-8910,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/12aporominamihorie.pdf,保育所,0,0,0,0,0,0,3,,,63312,5
34.670722,135.482993,アポロ南堀江第二保育園,あぽろみなみほりえだいにほいくえん,西区南堀江４－９－３０　クレセント日吉１階,6,西区,06-6532-8910,,保育所,―,―,―,,,,3,,,63313,5
34.679183,135.484133,YMCAあわざ保育園,わいえむしーえーあわざほいくえん,西区立売堀6-5-15,6,西区,06-4390-4191,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/07YMCAawaza.pdf,保育所,調整中,0,0,,,,3,,,63306,5
34.672297,135.487985,ソフィア南堀江保育園,そふぃあみなみほりえほいくえん,西区南堀江3-13-5 2階,6,西区,06-6532-3017,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/08sofiaminamihorie.pdf,保育所,,,0,0,0,0,3,,,63307,5
34.671564,135.489879,ソフィア南堀江保育園　分園,そふぃあみなみほりえほいくえんぶんえん,西区南堀江３－３－１９　１階,6,西区,06-6532-3017,,保育所,0,0,,,,,3,,,63308,5
34.684031,135.494127,うつぼほんまち保育園,うつぼほんまちほいくえん,西区靭本町1－19－13　2階,6,西区,06-6446-2003,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/09utubohonmati.pdf,保育所,0,0,0,0,0,0,3,,,63309,5
34.686806,135.491729,ポプラ保育園,ぽぷらほいくえん,西区京町堀2-1-19,6,西区,06-6447-0067,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/10popura.pdf,保育所,0,0,0,0,0,0,3,,,63310,5
34.676188,135.486628,新町保育園,しんまちほいくえん,西区新町4-5-5,6,西区,06-6531-0600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/11shinmachi.pdf,保育所,0,0,0,0,0,0,3,,,63311,5
34.672262,135.493242,堀江敬愛保育園,ほりえけいあいほいくえん,西区南堀江1‐22‐11,6,西区,06-6533-7110,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/13horiekeiaihoikuen.pdf,保育所,0,0,0,0,0,調整中,3,,,63314,5
34.670091,135.494422,アスク南堀江保育園,あすくみなみほりえほいくえん,西区南堀江1-18-4　住友生命湊町ＭＴビル1階,6,西区,06-6535-9232,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/14asukuminamihoriehoikuen.pdf,保育所,0,0,0,0,0,0,3,,,63315,5
34.685514,135.49233,りんりん保育園,りんりんほいくえん,西区京町堀2-5-14,6,西区,06-6449-7778,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/15rinrinhoikuen.pdf,保育所,0,0,0,0,調整中,0,3,,,63316,5
34.66976,135.480625,浪速さくら保育園南堀江分園,なにわさくらほいくえんみなみほりえぶんえん,西区南堀江４－２８－２０,6,西区,06-6562-7711,,保育所,―,―,―,,,,3,,,63319,5
34.679307,135.47753,波除学園　分園　なみぴよ,なみよけがくえんぶんえんなみぴよ,西区川口３－１０－９,6,西区,06-6581-1800,,保育所,,0,0,0,,,3,,,63320,5
34.683473,135.48515,波除学園　分園　ぴよこじま,なみよけがくえんぶんえんぴよこじま,西区江之子島１－５－８　ロイヤルハイツたそがれ,6,西区,06-6447-1600,,保育所,調整中,0,0,,,,3,,,63321,5
34.676446,135.46299,安治川保育園　分園　あじぴよ,あじがわほいくえんぶんえんあじぴよ,西区境川２－５－２７,6,西区,06-6585-7883,,保育所,―,―,,,,,3,,,63322,5
34.677264,135.496198,YPC保育園,わいぴーしーほいくえん,西区新町1-9-11,6,西区,06-6535-8968,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/16ypc.pdf,保育所,0,0,0,0,0,調整中,3,,,63317,5
34.68033,135.473284,ほっぺるランド国津橋,ほっぺるらんどくにつばし,西区川口４－８－３３,6,西区,06-6626-9086,http://www.city.osaka.lg.jp/kodomo/cmsfiles/modify_contents/0000012/12678/17hopperurandokunitubashi.pdf,保育所,調整中,0,0,0,調整中,調整中,3,,,63318,5
34.677842,135.492593,おひさまルーム,おひさまるーむ,西区新町２－３－１３－１０２,6,西区,080-8527-7899,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c01ohisamaroom.pdf,地域型,0,0,0,,,,3,,,64301,5
34.672354,135.487953,ソフィア南堀江乳児保育園　　　,そふぃあみなみほりえにゅうじほいくえん,西区南堀江３－１３－５－３０５,6,西区,06-6536-8137,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c02sofiaminamihorie.pdf,地域型,調整中,0,0,,,,3,,,64302,5
34.670863,135.482427,シュッポッポ保育園,しゅっぽっぽほいくえん,西区南堀江４－２４－５,6,西区,06-6538-0158,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c03syupopo.pdf,地域型,0,0,0,,,,3,,,64303,5
34.675129,135.47849,はなぞの保育園,はなぞのほいくえん,西区千代崎１－１５－７,6,西区,06-6586-2525,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c04hanazono.pdf,地域型,調整中,0,0,,,,3,,,64304,5
34.678394,135.496321,たいようランド,たいようらんど,西区新町１－１２－１０－１０１,6,西区,06-6536-7699,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c05taiyouland.pdf,地域型,0,0,調整中,,,,3,,,64305,5
34.684031,135.487137,あい・あい保育園　阿波座園,あい・あいほいくえん　あわざえん,西区京町堀３－４－２０　ロイヤルハイツ江戸堀西公園１Ｆ,6,西区,06-6136-7641,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c06aiaihoikuenawaza.pdf,地域型,0,0,0,,,,3,,,64306,5
34.673545,135.479987,ちよざき保育園　,ちよざきほいくえん,西区千代崎２－２－１２,6,西区,06-4393-2828,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319686/c07chiyozaki.pdf,地域型,調整中,0,調整中,,,,3,,,64307,5
34.670219,135.487068,（仮称）あろは保育園【平成28年4月1日開設予定】,あろはほいくえん,西区南堀江３－１７－５　１階,6,西区,06-6563-6044,,地域型,0,0,0,,,,3,,,64308,5
34.671117,135.494921,（仮称）グローバル南堀江保育園【平成28年4月1日開設予定】,ぐろーばるみなみほりえほいくえん,西区南堀江１－１５－９－３０１,6,西区,06-7891-0055,,地域型,0,0,0,,,,3,,,64309,5
34.675773,135.46223,安治川保育園,あじがわほいくえん,港区波除1-6-6,7,港区,06-6582-7883,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12678/01ajigawa.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73301,5
34.661814,135.452306,アソカ学園,あそかがくえん,港区夕凪2-3-5,7,港区,06-6574-2600,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/02asokagakuen.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73302,5
34.656475,135.449227,池島保育園,いけじまほいくえん,港区池島2-7-13,7,港区,06-6573-5012,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/03ikejimahoikuen.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73303,5
34.664788,135.460626,大阪市立磯路保育所,おおさかしりついそじほいくしょ,港区磯路2-11-8,7,港区,06-6572-6495,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/04isoji.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73101,5
34.665547,135.449302,大阪市立田中保育所,おおさかしりつたなかほいくしょ,港区田中1-11-1,7,港区,06-6574-2369,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/05tanaka.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73201,5
34.654039,135.444818,大阪市立八幡屋保育所,おおさかしりつやはたやほいくしょ,港区八幡屋3-11-6,7,港区,06-6571-0204,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/06yahataya.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73102,5
34.657737,135.442393,善児園,ぜんじえん,港区港晴3-16-6,7,港区,06-6571-0258,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/07zenjien.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73304,5
34.652622,135.43543,築港保育園,ちっこうほいくえん,港区築港1-12-8,7,港区,06-6574-3196,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/08chikkou.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73305,5
34.673126,135.461646,波除学園,なみよけがくえん,港区波除5-4-7,7,港区,06-6585-3392,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/09namiyokegakuen.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73306,5
34.667188,135.461222,日輪学園,にちりんがくえん,港区磯路1-8-5,7,港区,06-6573-6000,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/10nichiringakuen.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73307,5
34.658266,135.448766,港乳児保育センター,みなとにゅうじほいくせんたー,港区池島1-3-40,7,港区,06-6571-0646,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/11minatonyuuji.pdf,保育所,調整中,調整中,調整中,,,,3,,,73308,5
34.658425,135.44854,港保育所,みなとほいくしょ,港区池島1-3-47,7,港区,06-6571-3182,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/12minato.pdf,保育所,,,調整中,調整中,調整中,調整中,3,,,73309,5
34.665948,135.464575,第2善児園,だいにぜんじえん,港区市岡元町3-13-8,7,港区,06-6585-3030,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12679/13dai2zenjien.pdf,保育所,調整中,調整中,調整中,調整中,調整中,調整中,3,,,73310,5
34.665776,135.462713,きらら　もとまち保育園,きらら　もとまちほいくえん,港区磯路１－４－３,7,港区,090-9829-9777,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319687/c01kiraramotomachi.pdf,地域型,調整中,調整中,調整中,,,,3,,,74301,5
34.671481,135.462021,風の丘保育園,かぜのおかほいくえん,港区波除３－７－１８,7,港区,06-6584-5155,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319687/c02kazenooka.pdf,地域型,調整中,調整中,調整中,,,,3,,,74302,5
34.662462,135.450992,バンビ保育所,ばんびほいくしょ,港区夕凪２－１２－３２,7,港区,06-6573-7685,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319687/c03banbi.pdf,地域型,調整中,調整中,調整中,,,,3,,,74303,5
34.664514,135.459366,キングダム・キッズ　磯路,きんぐだむ・きっず　いそざき,港区磯路２－１６－２２,7,港区,06-6585-9586,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319687/c04kingudamkids.pdf,地域型,調整中,調整中,調整中,,,,3,,,74304,5
34.673695,135.46369,【仮称】はらっぱ舎(平成28年4月1日開設),はらっぱしゃ,港区波除４－１－３７,7,港区,06-4708‐7087（事務所）,,地域型,調整中,調整中,調整中,,,,3,,,74305,5
34.662387,135.480148,大阪市立大浪保育所,おおさかしりつおおなみほいくしょ,大正区三軒家東2-5-4-101,8,大正区,06-6554-5374,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/01oonami.pdf,保育所,0,0,0,2,0,5,3,,,83101,5
34.655702,135.465825,大阪市立北恩加島保育所,おおさかしりつきたおかじまほいくしょ,大正区泉尾7-14-2-108,8,大正区,06-6553-5521,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/02kitaokajima.pdf,保育所,0,0,2,1,3,1,3,,,83202,5
34.659599,135.473635,大阪市立大正北保育所,おおさかしりつたいしょうきたほいくしょ,大正区泉尾2-8-8,8,大正区,06-6551-5038,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/03taisyoukita.pdf,保育所,0,0,0,2,0,0,3,,,83201,5
34.642137,135.473844,大阪市立大正保育所,おおさかしりつたいしょうほいくしょ,大正区平尾2-23-5-101,8,大正区,06-6552-0300,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/04taisyou.pdf,保育所,0,0,0,0,0,0,3,,,83102,5
34.649198,135.475786,大阪市立千島保育所,おおさかしりつちしまほいくしょ,大正区千島2-4-38,8,大正区,06-6554-6075,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/05tishima.pdf,保育所,0,0,0,0,0,0,3,,,83204,5
34.642146,135.453626,大阪市立鶴町保育所,おおさかしりつつるまちほいくしょ,大正区鶴町3-22-1-109,8,大正区,06-6554-5372,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/77turumati.pdf,保育所,2,2,0,5,10,7,3,,,83203,5
34.639961,135.455976,鶴町学園,つるまちがくえん,大正区鶴町3-3-1,8,大正区,06-6552-0851,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/07turumatigakuen.pdf,保育所,0,0,0,0,0,0,3,,,83301,5
34.660212,135.477133,ファミリー保育園ジュニア,ふぁみりーほいくえんじゅにあ,大正区三軒家東5-3-1,8,大正区,06-6554-7575,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/09famiryjyhoikuenjyunia.pdf,保育所,0,0,0,,,,3,,,83303,5
34.649008,135.469505,ファミリー保育園チシマ,ふぁみりーほいくえんちしま,大正区千島3-16-16,8,大正区,06-6552-0889,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/10famirihoikuentishima.pdf,保育所,0,0,0,0,0,0,3,,,83304,5
34.647472,135.474225,めぐみ保育園,めぐみほいくえん,大正区小林東2-3-5-101,8,大正区,06-6553-4025,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12680/11megumi.pdf,保育所,0,0,0,0,0,0,3,,,83305,5
34.666332,135.47816,鶴町学園　分園,つるまちがくえんぶんえん,大正区三軒家西1－4－12,8,大正区,06-6552-0851,,保育所,0,0,0,,,,3,,,83302,5
34.659608,135.475904,認定こども園　ファミリー,にんていこどもえんふぁみりー,大正区三軒家東5-7-14,8,大正区,06-6553-9898,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319199/n04family.pdf,認定こども園,,,0,0,0,0,3,,,82301,5
34.661077,135.471911,認定こども園　昭和幼稚園,にんていこどもえんしょうわようちえん,大正区泉尾1-37-1,8,大正区,06-6551-1055,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319199/n05shouwayouchien.pdf,認定こども園,,,2,0,0,6,3,1,,82302,5
34.649008,135.469714,（仮称）幼保連携型 認定こども園ファミリー チシマ(平成28年4月1日開設）,ようほれんけいがたにんていこどもえんふぁみりーちしま,大正区千島3-16－2,8,大正区,06-6552-0889,,認定こども園,,,,0,0,0,3,,,82303,5
34.655096,135.473646,ぬくもりのおうち保育　千島園,ぬくもりのおうちほいくちしまえん,大正区千島１－１３－２７　リッツ大阪１０１号,8,大正区,06-4394-4188,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000319/319688/c01nukumorinoouchichisima.pdf,地域型,0,0,0,,,,3,,,84301,5
34.667761,135.52791,大阪市立味原保育所,おおさかしりつあじはらほいくしょ,天王寺区味原町9-6,9,天王寺区,06-6762-0150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/01ajihara.pdf,保育所,0,0,0,0,0,0,3,,,93102,5
34.659016,135.525177,大阪市立天王寺保育所,おおさかしりつてんのうじほいくしょ,天王寺区堂ヶ芝2-16-24,9,天王寺区,06-6771-0260,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/02tennouji.pdf,保育所,0,0,0,0,0,0,3,,,93101,5
34.660737,135.516862,四天王寺夕陽丘保育園,してんのうじゆうひがおかほいくえん,天王寺区上汐5-2-24,9,天王寺区,06-6772-4497,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/03shitennnoujiyuuhigaoka.pdf,保育所,0,0,0,0,0,0,3,,,93301,5
34.650266,135.523674,すくすく保育園,すくすくほいくえん,天王寺区国分町18-3,9,天王寺区,06-6771-2590,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/04sukusuku.pdf,保育所,0,0,0,0,0,0,3,,,93304,5
34.661706,135.526212,こでまり保育園,こでまりほいくえん,天王寺区堂ヶ芝2-3-15,9,天王寺区,06-6772-1212,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/10kodemari.pdf,保育所,0,0,0,0,0,0,3,,,93312,5
34.668008,135.529071,日の出さなだやま園,ひのでさなだやまえん,天王寺区味原町2-16,9,天王寺区,06-6765-4150,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/05hinodesanadayamaen.pdf,保育所,0,0,0,0,0,0,3,,,93306,5
34.667585,135.529511,日の出さなだやま分園,ひのでさなだやまぶんえん,天王寺区舟橋町15-39,9,天王寺区,06-4304-1248,,保育所,-,-,-,,,,3,,,93307,5
34.661602,135.514448,蓮美幼児学園たにまちナーサリー,れんびようじがくえんたにまちなーさりー,天王寺区生玉寺町2-6,9,天王寺区,06-6773-4152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/06tanimatina-sari-.pdf,保育所,0,0,0,0,0,0,3,,,93308,5
34.654749,135.513139,松福幼児学園キッズコート天王寺,しょうふくようじがくえんきっずこーとてんのうじ,天王寺区伶人町2-15,9,天王寺区,06-6776-1312,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/07kizzuko-totennouji.pdf,保育所,0,0,0,0,0,0,3,,,93309,5
34.66443,135.517194,蓮美幼児学園うえしおナーサリー,れんびようじがくえんうえしおなーさりー,天王寺区上汐3-4-9,9,天王寺区,06-4305-1152,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/08uesiona-sari-.pdf,保育所,0,0,0,0,0,0,3,,,93310,5
34.649719,135.519136,天王寺和み保育園,てんのうじなごみほいくえん,天王寺区大道3-6-14,9,天王寺区,06-6775-7531,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/09tennoujinagomihoikuen.pdf,保育所,0,0,0,,,,3,,,93311,5
34.647415,135.517462,天王寺駅前おおぞら保育園,てんのうじえきまえおおぞらほいくえん,天王寺区南河堀町8-21,9,天王寺区,06-6772-7021,http://www.city.osaka.lg.jp/kodomo/cmsfiles/contents/0000012/12681/11tennoujiekimaeoozorahoikuen.pdf,保育所,0,0,0,0,0,0,3,,,93313,5
34.664988,135.527679,上本町げんき学園,うえほんまちげんきがくえん,天王寺区筆ヶ崎町3-19,9,天王寺区,06-677１-7808,,保育所,0,0,0,0,0,0,3,,,93314,5
